ingredient	target
methyl (1S,3R,4aS,8S,8aS)-3-hydroxy-1-methyl-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,3,4,4a,8,8a-hexahydropyrano[3,4-c]pyran-5-carboxylate	CYP3A|AKT1|TNF|MAP1LC3B|ACVR1B|TGFBR1|ACVR1C|PTGS2|FOXO3|IRS1|NFKB1|CRP|SMAD7|SMAD3|IL1B|MAP1LC3A|IGF1R|IL6|MSTN|IGF1|BNIP3|FST
2-aminoethanesulfonic acid	GLRA2|GABRA4|GABRB1|GABRP|GABRG2|GLRA1|GABRG1|GLRA3|GABRA1|GABRB2|GRIN2B|GABRA5|GABBR1|GABRD|GABRG3|GABRQ|GABRA6|GABRB3|GABRE|GABRA2|GABRA3|CYP7A1|ADIPOQ|ACHE|TNF|STAT3|OLR1|GPX1|INSR|SOD1|STAR|PTEN|MAPK1|CDK5|CASP3
4-methyl-1-propan-2-ylcyclohex-3-en-1-ol	NFKB1
(3R,6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol	TLR4|TNF
(2R,3S)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol	HIF1A|HSP90AA1|PKM
[(2R,3R)-2-[(E,2S,4R)-4,6-dimethyloct-6-en-2-yl]-6-oxo-2,3-dihydropyran-3-yl] (2E,4E,6S)-8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoate	EGFR|EPHB2|ZHX2|RAF1|MAP2K7|SOS1|ARHGEF2|KRAS
2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol	TPK1|ACHE|TKT|MMP2|SLC19A3
(E,7R,11R)-15-methyl-3,7,11-tri((113C)methyl)(1,5,9,13,16-13C5)hexadec-2-en-1-ol	PPARA
3-hydroxy-2-phenylchromen-4-one	ERN2|AURKB|KRAS
toluene	CREB1|CAMK4|SRD5A2|CCL3|MAP2|BDNF|CYP2E1|GFAP
(1R)-1,6-dimethyl-1,2-dihydronaphtho[1,2-g][1]benzofuran-10,11-dione	ACHE|HIF1A|NFE2L2|YAP1|COL1A1|CTGF|MMP2|ACTA2|TEAD2|SOX4|BIRC5|TGFB1|CDK4
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	NFE2L2|NQO1
1-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline-6,7-diol	NOS2|BAX|HMOX1|BCL2|CASP3|AKT1|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|CASP9|ADRB2|ATP6V0A2|ADORA2A|MAPK1|MAPK3|EGFR|ARRB1|ARRB2
1,6-dimethylnaphtho[1,2-g][1]benzofuran-10,11-dione	SYK|CYP2C8|CYP1A2|VCAM1|CYP2E1|ICAM1|NFKB1|VEGFA|CYP2C9|CYP3A4
2-(1H-indol-3-yl)ethanamine	WARS2|CYP2A6|AHR
(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-2,3-dihydroinden-1-one	SIK3|NFE2L2|KEAP1|HMOX1
[(1S,2R,4R,5R,6S,8R,10S,11S,12R,14R,16R,19S,21R)-4-acetyloxy-6-(furan-3-yl)-12,16,19-trihydroxy-5,11,15-trimethyl-3-oxo-9,17-dioxahexacyclo[13.3.3.01,14.02,11.05,10.08,10]henicosan-21-yl] acetate	CASP9|CASP8|CYCS|CASP3
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-(hydroxymethyl)phenoxy]oxane-3,4,5-triol	TLR4|BAX|HMOX1|BCL2|APP|PPARD|NOS3|ISYNA1
(2S,3R,5R,9R,10R,13R,14S,17S)-17-[(2R,3R)-2,3-dihydroxy-6-methylheptan-2-yl]-2,3,14-trihydroxy-10,13-dimethyl-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one	GRM1
[(2S,3R,4S,5S,6R)-2-[[(3S,4R,4aS)-4-ethenyl-8-oxo-4,4a,5,6-tetrahydro-3H-pyrano[3,4-c]pyran-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 2,4-dihydroxy-6-(3-hydroxyphenyl)benzoate	CDH1|SFRP1|SFRP2|EGFR|CTNNB1|AKR1B1
(2S)-1,1-dimethylpyrrolidin-1-ium-2-carboxylate	CASP12|CASP9
(3S,4aR,6aR,6aR,6bR,8aR,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,12,14b-heptamethyl-11-methylidene-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicen-3-ol	BAX|BCL2|CASP3
(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadec-4-en-6-one	IL6|ADIPOQ|CCND1|TNF|LEP|CYP2C9|RELA|CYP3A4|NFKB1|MIR21|PTEN|MAPK14|AKT1|ITK|GSK3B|TGFB1|CTNNB1
(2R)-3-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid	BAX|CYP1A2|BCL2|TNNI3|HMOX1|HRAS|CASP3|NFE2L2|GCLC|KEAP1|AKT1|GCLM
[(1S,2S,4R,5R)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-2,3-dihydroxy-2-phenylpropanoate	ADRB1|CHRM5
3-prop-2-enylsulfanylprop-1-ene	MAPK1|MAPK3|CYP2E1
(2S,4aR,6aR,6aS,6bR,8aR,9R,10R,11S,12aR,14bS)-10-[(2S,3R,4R,5R)-3,4-dihydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-11-hydroxy-9-(hydroxymethyl)-2-methoxycarbonyl-2,6a,6b,9,12a-pentamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	RPS3A
(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	EGFR
[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate	PGR|NR3C1
(1S,12R,13S,14R,16R,23R)-13,14-dimethyl-2,6,8,20,22-pentaoxahexacyclo[10.10.1.01,19.03,11.05,9.016,23]tricosa-3,5(9),10,18-tetraen-17-one	NFKB1|AKT1|TNF|NFE2L2|KEAP1|NQO1|PRKCD|GSK3B
methyl (1S,4aS,5aS,6S,10aR)-1-methyl-2'-oxospiro[1,4a,5,5a,7,8,10,10a-octahydropyrano[3,4-f]indolizine-6,3'-1H-indole]-4-carboxylate	DPP4
1H-pyrimidine-2,4-dione	POLB|UNG|URAD
urea	CTNNB1|CA2|ARG1|EPHX2|STAT3|LYZ|CXCR4
[4-(1-acetyloxypropyl)-6-butanoyl-8,8-dimethyl-2-oxopyrano[2,3-h]chromen-5-yl] acetate	ABCB1|HK2|STAT3|AKT1
1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	PLA2G2A|IFNAR2
(E,6R)-2-methyl-6-[(5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-3,7-dioxo-2,5,6,11,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]hept-2-enoic acid	NFATC1|AR|FOS
4-hydroxy-3-methoxybenzaldehyde	TRPA1|TRPV1|PPARG|SLC2A4|BAX|CYCS|JUN|PRKDC|MARK4|APAF1|TRPV3|MAPK1|MMP9|MAPK14|FLT3
(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol	SIRT1
3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),4,6,8,15,17,19-heptaen-14-one	CALCA|GJA1
(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-2-ium-1-yl]methyl]-3-ethyl-9,10-dimethoxy-1,2,3,4,5,6,7,11b-octahydrobenzo[a]quinolizin-5-ium	BRD4|RHOD|PDK1|PPIA|ROCK2|ROCK1|BSG|IFNA1|MDM2|RPS14
(5R,5aR,8aR,9R,9aS)-9-hydroxy-5,8a-dimethyl-1-methylidene-3a,4,5,5a,9,9a-hexahydroazuleno[6,7-b]furan-2,8-dione	KLF4
(2S)-1-[(2S)-2-azaniumylpropanoyl]pyrrolidine-2-carboxylate	MMP2|PPARG|PTPN1|JAG1|SERPINC1|FGF21|ICAM1|PARP1|TNF|YBX1|IL17A|RPA1|MMP9|TNFSF11|CTSK|IL10|MPST|NOTCH2|VASH1|GNRHR|CDC7
4-aminobutanoic acid	GABBR1|GABBR2|GATM|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SLC2A2|CHAT|IL6|AR|GAD1|PDX1|GCK|SLC32A1|SLC6A11|BCL2|BDNF|MGAT1|GABARAP|ABAT|CASP3
(1S,2R,4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid	NLRP3|STAT3|PPARG|MAPK14|COL11A2|TNF|TNFRSF1A|IL6|BAX|BCL2L1|NFKB1|MAPK1|CASP3|MMP9
(1R,2R,4S,7S,8S,11R,12R,18R)-7-(furan-3-yl)-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icos-13-ene-5,15,20-trione	GPBAR1|CYP3A4
[(3aR,4S,6aR,8S,9aR,9bR)-8-hydroxy-3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-4-yl] 2-(hydroxymethyl)prop-2-enoate	LGALS3|PRDX5|TXN|BCL2|STAT3|COL11A2|MAPK3
[4-[(1S)-1-acetyloxyprop-2-enyl]phenyl] acetate	RELA|NFKB1
2-[3-[3-[1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyloxy]-3-(3,4-dihydroxyphenyl)propanoic acid	PTGS2|P2RY12|COMT|ALDH7A1|MMP9
(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	ADIPOR1
(2S,3R,4R,5R,6S)-2-[(2R,3S,4S,5R,6R)-4-hydroxy-2-(hydroxymethyl)-6-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol	NR1H4|AKT1|LRP5|AHR|ESR2|PRDX1|STAT3|CEBPA|CTNNB1|GJA1|HOTAIR|KEAP1|MITF|TNFRSF11B|NLRP3|ITGA5|SKP2|PPARGC1A|ESR1|NOX4|CYBA|LCP1|ICAM1|VCAM1|CASP3|CASP9|BCL2|TIGAR|TP53|COL11A2|BAX|BECN1|MAP1LC3A|MTOR|CDK5|ATM|MAPK13|PKD1|APAF1|NFKB1|SIRT6|FOXO3|PRKAA1|SOD2|NCOA6|SREBF1|PNPLA2|FOXO1|SIRT1|FAS|HMOX1|NQO1|GCLM|NFE2L2|SIRT2|GSK3B|AHSA1|CRK|MAPK14|POLDIP2|GARS|JUN|SMAD1|SMAD3|MAPK1|AIMP2|GRAP2|SYP|BMI1|VEGFA|HIF1A|EGLN1|ABL1|MIR34A|GCLC|HMGB1|NFKBIA|IL1B|IL6|TNF|MTCO2P12|CYCS|MIRLET7I|MYD88|TLR4|NOX1|CCL3|FASLG|BTF3P11|TRAF6|TNFSF11|NFATC1|CTSK|HSPA4|HSPA1B|MAPK8|IFNG|EREG|SFN|CYP2E1|PARP1|KRT18|HSPA5|ATF6|ACADM|MAPK3|MAPK9|MMP2|MMP9|MAP2K7|KDR|PCNA
(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-5-hydroxy-6-(hydroxymethyl)-2-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-16-yl]oxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol	TFAP2A
(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one	IL6|IFNG|TXNIP|IL1B|IL10|TNF
(2R,3R,4S,5S,6R)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CASP1|BAX|EGFR|IL1B|CASP3|NFE2L2|AKT1
octanoate	SREBF1|LIPE|PPARG|CEBPA|SCARB2|FABP4|PPARA|LPL|GPD2
(3S,4S,5R)-4-[(2R,3R)-2,3-dihydroxy-3-[(2S,3R,5R,9R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-6-oxo-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]butyl]-3,5-dimethyloxolan-2-one	EGFR
[(1S,2S,4S,5S,6R,10S)-2-(hydroxymethyl)-10-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-5-yl] 4-hydroxy-3-methoxybenzoate	AGER|TLR2|IL1B|HMGB1|ICAM1|TNF
[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (1S,2R,4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylate	DES|SYNPO|NPHS1|NPHS2|GRIN2B
5-(methylamino)-2-[[(2S,3R,5R,6S,8R,9R)-3,5,9-trimethyl-2-[(2S)-1-oxo-1-(1H-pyrrol-2-yl)propan-2-yl]-1,7-dioxaspiro[5.5]undecan-8-yl]methyl]-1,3-benzoxazole-4-carboxylic acid	S100A4
2-(2-hydroxypropan-2-yl)-4-methoxy-7-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3-dihydrofuro[3,2-g]chromen-5-one	PDCD1
[(1R,2S,4R,5R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-6-(6-oxopyran-3-yl)-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-5-yl] acetate	PTEN|EGFR|FOXO1|EHMT2|CDK2
[(1S,2R,4S,7S,8S,11R,12R,17R,19R)-7-(furan-3-yl)-1,8,12,16,16-pentamethyl-5,15-dioxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadec-13-en-19-yl] acetate	SHH|PTGES3|HSP90AA1
3,4,5-trihydroxy-6-(5-hydroxy-8-methoxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid	GLI1|VEGFA|SMO|MMP2|MMP9|TNF|TRAF2|NFKB1|TWIST1|VIM|TRAF4|ITPR1|PLSCR1|CCNA2|CDK2|CDK4|CDKN1A|GATA1|CCND1|MYC
(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol	VEGFA|TJP1|TRPM8|MMP9
2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	CCNB1|CAT|CYCS|SOD2|PLAT|CASP3|CDK2|DIO1|IL6|COMT|SOD1|GAA|CCNA2|BCL2|NCF1|PNLIP|CSF2|PLAU|LPL|CD4|PTK2|ALOX5
(2R)-2-acetamido-3-sulfanylpropanoic acid	MMP2|SLC1A2|ROS1|TGFA|CASP9|NFKB1|GPT|CASP3|BAX|CAV3|ATM|TRPC6|VLDLR|GSK3B|TRPV1|AKT1|ETF1|PLAU|HIF1A|AXL|NFE2L2|HMOX1|PSEN1|ACHE|GADD45B|PTGS2|STAT1|MUC5AC|TBK1
3-hydroxy-4-methoxybenzaldehyde	AOX1
(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8aR,9R,12aS,14aR,14bR)-9-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid	CDH1|REN
(2S,4R,6S)-2-[[(1R,3S,6R,8S,9R,11R,14R,15S,16S)-14-hydroxy-15-[(2S,5R)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-7,7,12,16-tetramethyl-6-[(2R,3S,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxy-9-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	TP53
(1S,9S,13S)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol	SIGMAR1
[(1S,2S,6S,10S,11R,13S,14R,15R)-13-acetyloxy-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-14-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] tetradecanoate	PRKCG|PRRT2|PRKCA
(2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid	MMP2|MMP1|PSMB1|TIMP1|BIRC5|CYP1A2|MIR17HG|FLT1|CASP9|NFKB1|CASP3|CEBPB|BAX|MIR146A|PLEK|KDR|BCL2|NR2C2|MMP9|TLR4|NSFL1C|NR4A1|AKT1|COL4A4|HSP90AA1|HSF1|CFLAR|HIF1A|TIMP2|STAT3|AXL|BACE1|EGFR|FN1|MAPK1|VEGFA|PMAIP1|BCL2L1|MAPK14|FANCD2|MYC|TGFB1|AR|MIR21|PTGS2|MIR223|CCND1|IFI27|MYB|BIRC2|ABCB1|Abcb1a|WWTR1|YAP1|MTOR|MAPK8|SQSTM1|MAP1LC3B|STK11|CTNNB1|LEP|PTPN1|PTPN2|PTEN|BSG|PPIA|GMCL1|SMAD3|HK2|CNR2|Il33|TRAF2|SIRT1|SREBF1|PRKAA2|PLA2G2A|ALOX5|PPARG|GAPDH|CEBPA|CASP8|HMOX1|HSPA1A|CDC37|HSPA4|BAG3|ERP29|GSK3B|TOMM22|MAP3K7|SMAD7|RELA|ANXA5|IL6|HSPA1B|NFKBIA|XIAP|MCL1|CYBB|NOX1|NOX4|NOX5|ESR1|PGR|TNF|OLR1|CAV1|ROCK2|ABCA1
(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol	MMP14|MAP2K4|PRKCB|PTGS2|PRKCA|MAP2K1
(1R,3aS,5aR,5bR,7aR,11aR,11bR,13aR,13bR)-5a,5b,8,8,11a-pentamethyl-9-oxo-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,10,11,11b,12,13,13a,13b-tetradecahydro-1H-cyclopenta[a]chrysene-3a-carboxylic acid	CCND2
[(1S,3aR,5R,5aR,8aR,9S,9aR)-1,5,8a-trimethyl-2,8-dioxo-3a,4,5,5a,9,9a-hexahydro-1H-azuleno[6,5-b]furan-9-yl] (Z)-2-methylbut-2-enoate	BAX|CDK4|CCND1|BCL2L1|CASP8|BCL2|CASP3
methyl (1R,2S,3R,6R,8R,13S,14R,15R,16S,17R)-10,15,16-trihydroxy-9,13-dimethyl-3-(3-methylbut-2-enoyloxy)-4,11-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate	HIF1A|NFE2L2
3-[(3S,5S,8R,9S,10R,13R,14S,17R)-3,14-dihydroxy-10-(hydroxymethyl)-13-methyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	CDK4|AKT1
(3R,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	VCAM1|ESR1
[(1R,19R,21S,22R,23R)-6,7,8,11,12,13,22,23-octahydroxy-3,16-dioxo-2,17,20-trioxatetracyclo[17.3.1.04,9.010,15]tricosa-4,6,8,10,12,14-hexaen-21-yl] 3,4,5-trihydroxybenzoate	NFKB1|TLR2|RNF8
5-[(2S,3R,4S,5S)-5-(1,3-benzodioxol-5-yl)-3,4-dimethyloxolan-2-yl]-1,3-benzodioxole	MAPK8
[(1S,4R,5R,6R,7S,8R,11R,13S,17S,18S,19R)-4,5,17-trihydroxy-6,14,18-trimethyl-9,16-dioxo-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-en-8-yl] 2-hydroxy-2-methylbutanoate	PAK4|PAK1
(1R,3S,4S,5S)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylic acid	PPARG|TLR2|HDC|NOTCH1|CTSC|VEGFA|BCL2
[(1R,2R,4S,7R,8S,11R,12R,13S,18R)-7-(furan-3-yl)-1,8,12,17,17-pentamethyl-5,15,20-trioxo-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosan-13-yl] acetate	NFKBIA
(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methyl-5-methylideneheptanoic acid	KLK5
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3-hydroxy-5-methylphenoxy)oxane-3,4,5-triol	CYP3A|NR1I2
(1R,4aS,4bS,6aS,8R,10aR,10bS,12aS)-1,4b,6a,8,10a,12a-hexamethyl-8-(4-methylpent-3-enyl)-1,3,4,4a,5,6,7,9,10,10b,11,12-dodecahydrochrysen-2-one	MAPK3
5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-yl-2-(3,4,5-trimethoxyphenyl)pentanenitrile	CACNA1C|CACNA1D|CACNA1F|CACNA1S
N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-morpholin-4-ylpropoxy)quinazolin-4-amine	TET1|MAPK3|PRKAA1|ERBB3|HSPA4|IKBKB|EGF|RIPK2|ABCG2|BAX|MAPK8|TXK|BCL2|ETS1|MAP1LC3A|EGFR|STAT3|GAK|FN1|MAPK1|TOB1|CD274|PTGER4|CTNNB1|MIR29B1|FOXO3
ethyl hexadecanoate	AGT
(2S)-2-amino-5-[[amino(dimethylamino)methylidene]amino]pentanoic acid	TGFB1|VWF|NOS2|NOS3|ADIPOQ|SELE|PRMT1|MIF|CXCL8|BDNF|VCAM1|THEM4|NOS1|TNF
tetradecane	TNF
2-[tert-butyl(dimethyl)silyl]oxy-5-trimethylsilylpent-4-ynal;ethoxyethane;[(E,6R)-10-methoxy-6-methyl-10-oxodec-2-en-4-ynoxy]-oxophosphanium;methyl (5R,8E,10E,12R)-5,12-dihydroxypentadeca-8,10-dien-6,14-diynoate;methyl (5R,8E,10E,12R)-5,12-dimethyl-15-trimethylsilylpentadeca-8,10-dien-6,14-diynoate	BAX|BCL2|NKX3-1|SRGN
heptadecane	NFKB1
(3R,3aR)-3-(furan-3-yl)-3a,7-dimethyl-3,4,5,6-tetrahydro-2-benzofuran-1-one	CD274|HIF1A|STAT3|CASP3|ADRB2
4-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[2,3-f]chromen-3-yl]benzene-1,3-diol	MAPK8|MAPK9|FOS|MIR7-3HG|JUN|JUNB|JUND|MMP9|NFKB1|MAPK1|MAPK3|TTR|VTN|ACE2
1,7-bis(4-hydroxy-3-methoxyphenyl)heptane-3,5-dione	LMTK3|HSD3B1
[(1R,2R,6S,7S,8R,10S,11S,12R,14R,16S,17R,18R)-6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-5-oxo-14-phenyl-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-17-yl] benzoate	BAX|BCL2|BCL2L1
5-[(3S,8R,9R,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one	MYC|MAPRE2|MAPRE1|TAC1|GSK3B
(3aR,4aR,8aR,9aR)-4a-hydroxy-8a-methyl-3,5-dimethylidene-4,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one	CASP9|APAF1
(1S,4aR,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	NR1H4
